Operator,Sequence Length,Repetition Number,Sequence,True Value,GPT-4 Value,
+,15,1,812358 + 812381 + 812344 + 812356 + 812400 + 812370 + 812366 + 812393 + 812358 + 812385 + 812306 + 812354 + 812392 + 812374 + 812388,12185525,12185525,
+,15,2,812320 + 812378 + 812354 + 812335 + 812395 + 812369 + 812381 + 812386 + 812384 + 812392 + 812347 + 812342 + 812371 + 812338 + 812335,12185427,12185427,
+,15,3,812357 + 812360 + 812358 + 812375 + 812380 + 812325 + 812322 + 812316 + 812351 + 812399 + 812309 + 812332 + 812392 + 812399 + 812378,12185353,9756693,
+,15,4,812352 + 812309 + 812379 + 812341 + 812339 + 812360 + 812307 + 812369 + 812369 + 812357 + 812326 + 812324 + 812377 + 812313 + 812395,12185217,12185397,
+,15,5,812346 + 812359 + 812355 + 812327 + 812302 + 812365 + 812326 + 812304 + 812331 + 812350 + 812392 + 812364 + 812309 + 812344 + 812394,12185168,12184924,
+,15,6,812303 + 812339 + 812329 + 812356 + 812381 + 812383 + 812382 + 812348 + 812357 + 812329 + 812328 + 812387 + 812326 + 812327 + 812399,12185274,12251204,
+,15,7,812381 + 812328 + 812387 + 812375 + 812377 + 812345 + 812329 + 812352 + 812334 + 812335 + 812366 + 812300 + 812377 + 812369 + 812373,12185328,12185454,
+,15,8,812373 + 812338 + 812381 + 812361 + 812316 + 812329 + 812390 + 812300 + 812355 + 812343 + 812386 + 812356 + 812343 + 812374 + 812399,12185344,12185444,
+,15,9,812347 + 812331 + 812309 + 812356 + 812382 + 812384 + 812335 + 812354 + 812376 + 812352 + 812396 + 812312 + 812400 + 812377 + 812365,12185376,9750715,
+,15,10,812354 + 812320 + 812305 + 812344 + 812305 + 812338 + 812300 + 812304 + 812323 + 812336 + 812301 + 812335 + 812385 + 812317 + 812368,12184935,12184980,
+,15,11,812335 + 812328 + 812347 + 812338 + 812318 + 812335 + 812357 + 812318 + 812377 + 812347 + 812392 + 812366 + 812372 + 812385 + 812366,12185281,12205915,
+,15,12,812362 + 812378 + 812306 + 812339 + 812378 + 812339 + 812311 + 812361 + 812398 + 812308 + 812362 + 812400 + 812382 + 812352 + 812399,12185375,12185415,
+,15,13,812357 + 812363 + 812358 + 812342 + 812349 + 812355 + 812341 + 812329 + 812347 + 812360 + 812379 + 812366 + 812350 + 812375 + 812380,12185351,12240501,
+,15,14,812359 + 812311 + 812360 + 812316 + 812339 + 812336 + 812392 + 812398 + 812338 + 812379 + 812388 + 812352 + 812322 + 812341 + 812358,12185289,12185389,
+,15,15,812382 + 812344 + 812386 + 812316 + 812377 + 812316 + 812400 + 812333 + 812304 + 812394 + 812377 + 812336 + 812391 + 812382 + 812317,12185355,12185467,
+,15,16,812363 + 812322 + 812347 + 812371 + 812343 + 812311 + 812377 + 812343 + 812322 + 812324 + 812332 + 812323 + 812323 + 812334 + 812352,12185087,12184999,
+,15,17,812384 + 812374 + 812398 + 812389 + 812386 + 812313 + 812331 + 812398 + 812360 + 812400 + 812315 + 812316 + 812352 + 812400 + 812302,12185418,12185918,
+,15,18,812347 + 812326 + 812331 + 812301 + 812330 + 812353 + 812304 + 812349 + 812347 + 812354 + 812373 + 812302 + 812305 + 812303 + 812345,12184970,12184925,
+,15,19,812336 + 812371 + 812335 + 812306 + 812397 + 812311 + 812324 + 812339 + 812390 + 812383 + 812388 + 812362 + 812301 + 812385 + 812308,12185236,12185536,
+,16,0,812338 + 812364 + 812325 + 812309 + 812367 + 812351 + 812385 + 812324 + 812373 + 812339 + 812338 + 812384 + 812327 + 812337 + 812314 + 812324,12997499,12184985,
+,16,1,812311 + 812381 + 812386 + 812327 + 812386 + 812390 + 812354 + 812348 + 812349 + 812314 + 812358 + 812335 + 812330 + 812363 + 812396 + 812368,12997696,12185396,
+,16,2,812377 + 812333 + 812374 + 812393 + 812320 + 812337 + 812359 + 812332 + 812398 + 812328 + 812307 + 812372 + 812309 + 812356 + 812335 + 812323,12997553,12196491,
+,16,3,812386 + 812306 + 812390 + 812312 + 812374 + 812384 + 812344 + 812320 + 812323 + 812322 + 812308 + 812365 + 812318 + 812311 + 812353 + 812317,12997433,13005003,
+,16,4,812336 + 812363 + 812315 + 812395 + 812355 + 812335 + 812360 + 812380 + 812377 + 812394 + 812382 + 812352 + 812338 + 812351 + 812397 + 812341,12997771,12285571,
+,16,5,812341 + 812395 + 812317 + 812395 + 812357 + 812381 + 812386 + 812340 + 812379 + 812356 + 812377 + 812394 + 812392 + 812324 + 812312 + 812366,12997812,12285632,
+,16,6,812313 + 812329 + 812384 + 812336 + 812390 + 812374 + 812357 + 812361 + 812394 + 812356 + 812335 + 812319 + 812304 + 812312 + 812376 + 812313,12997553,13012354,
+,16,7,812333 + 812353 + 812352 + 812346 + 812318 + 812383 + 812397 + 812321 + 812312 + 812311 + 812343 + 812359 + 812308 + 812379 + 812388 + 812346,12997549,12185199,
+,16,8,812300 + 812351 + 812370 + 812312 + 812389 + 812387 + 812319 + 812400 + 812362 + 812340 + 812321 + 812391 + 812306 + 812311 + 812346 + 812391,12997596,13018697,
+,16,9,812315 + 812400 + 812309 + 812334 + 812312 + 812319 + 812346 + 812362 + 812345 + 812344 + 812300 + 812303 + 812397 + 812323 + 812362 + 812345,12997416,12198987,
+,16,10,812338 + 812355 + 812312 + 812343 + 812385 + 812325 + 812335 + 812315 + 812303 + 812315 + 812399 + 812370 + 812371 + 812326 + 812354 + 812343,12997489,13077319,
+,16,11,812317 + 812312 + 812344 + 812308 + 812340 + 812307 + 812398 + 812395 + 812374 + 812372 + 812348 + 812303 + 812389 + 812389 + 812367 + 812317,12997580,12185411,
+,16,12,812373 + 812351 + 812307 + 812383 + 812331 + 812356 + 812335 + 812324 + 812321 + 812338 + 812388 + 812377 + 812317 + 812335 + 812396 + 812334,12997566,13037288,
+,16,13,812363 + 812342 + 812306 + 812308 + 812375 + 812305 + 812350 + 812366 + 812347 + 812309 + 812345 + 812345 + 812304 + 812365 + 812335 + 812322,12997387,12184985,
+,16,14,812329 + 812374 + 812355 + 812328 + 812316 + 812308 + 812332 + 812327 + 812335 + 812396 + 812376 + 812395 + 812368 + 812396 + 812363 + 812352,12997650,9752568,
+,16,15,812324 + 812354 + 812361 + 812376 + 812360 + 812329 + 812308 + 812394 + 812394 + 812358 + 812371 + 812344 + 812310 + 812332 + 812303 + 812308,12997526,12185326,
+,16,16,812350 + 812385 + 812322 + 812363 + 812301 + 812332 + 812347 + 812400 + 812314 + 812316 + 812302 + 812314 + 812330 + 812319 + 812322 + 812359,12997376,12184896,
+,16,17,812358 + 812389 + 812311 + 812380 + 812334 + 812312 + 812382 + 812354 + 812347 + 812304 + 812385 + 812388 + 812391 + 812397 + 812325 + 812368,12997725,12185465,
+,16,18,812368 + 812315 + 812390 + 812362 + 812383 + 812314 + 812310 + 812364 + 812339 + 812371 + 812314 + 812335 + 812359 + 812354 + 812368 + 812342,12997588,12185458,
+,16,19,812353 + 812375 + 812323 + 812310 + 812384 + 812333 + 812349 + 812310 + 812316 + 812335 + 812308 + 812312 + 812334 + 812312 + 812370 + 812398,12997422,13037262,
+,17,0,812301 + 812320 + 812323 + 812311 + 812307 + 812380 + 812399 + 812327 + 812325 + 812386 + 812325 + 812318 + 812302 + 812334 + 812377 + 812346 + 812324,13809705,12184900,
+,17,1,812378 + 812399 + 812368 + 812304 + 812341 + 812351 + 812348 + 812388 + 812388 + 812329 + 812334 + 812384 + 812380 + 812351 + 812353 + 812325 + 812315,13810036,12294185,
+,17,2,812317 + 812363 + 812383 + 812353 + 812350 + 812343 + 812321 + 812300 + 812392 + 812374 + 812331 + 812385 + 812303 + 812397 + 812316 + 812325 + 812364,13809917,13005324,
+,17,3,812359 + 812379 + 812382 + 812356 + 812319 + 812391 + 812386 + 812352 + 812392 + 812395 + 812358 + 812393 + 812313 + 812398 + 812317 + 812339 + 812371,13810200,13006092,
+,17,4,812357 + 812390 + 812311 + 812327 + 812302 + 812372 + 812309 + 812378 + 812354 + 812369 + 812364 + 812306 + 812311 + 812370 + 812308 + 812317 + 812395,13809840,13010842,
+,17,5,812374 + 812394 + 812305 + 812373 + 812301 + 812388 + 812331 + 812337 + 812368 + 812333 + 812332 + 812327 + 812397 + 812373 + 812315 + 812395 + 812323,13809966,9746353,
+,17,6,812385 + 812327 + 812361 + 812352 + 812399 + 812328 + 812332 + 812312 + 812322 + 812353 + 812355 + 812349 + 812379 + 812354 + 812394 + 812396 + 812311,13810009,12239901,
+,17,7,812338 + 812320 + 812372 + 812305 + 812381 + 812368 + 812355 + 812314 + 812358 + 812372 + 812360 + 812374 + 812396 + 812312 + 812374 + 812334 + 812393,13810026,11418946,
+,17,8,812348 + 812335 + 812307 + 812392 + 812322 + 812384 + 812331 + 812354 + 812303 + 812378 + 812352 + 812355 + 812319 + 812325 + 812314 + 812377 + 812375,13809871,12185015,
+,17,9,812394 + 812391 + 812364 + 812375 + 812398 + 812341 + 812395 + 812336 + 812300 + 812337 + 812356 + 812394 + 812357 + 812365 + 812301 + 812375 + 812395,13810174,12185387,
+,17,10,812380 + 812309 + 812308 + 812394 + 812398 + 812369 + 812317 + 812383 + 812353 + 812308 + 812394 + 812348 + 812379 + 812379 + 812388 + 812342 + 812386,13810135,9767995,
+,17,11,812382 + 812370 + 812397 + 812327 + 812346 + 812382 + 812370 + 812376 + 812306 + 812362 + 812389 + 812390 + 812378 + 812391 + 812301 + 812390 + 812385,13810242,12185832,
+,17,12,812382 + 812382 + 812334 + 812331 + 812320 + 812340 + 812307 + 812393 + 812304 + 812362 + 812325 + 812330 + 812311 + 812347 + 812322 + 812372 + 812379,13809841,12200361,
+,17,13,812387 + 812384 + 812398 + 812391 + 812364 + 812313 + 812331 + 812377 + 812327 + 812392 + 812333 + 812384 + 812361 + 812393 + 812351 + 812333 + 812313,13810132,13078050,
+,17,14,812357 + 812346 + 812325 + 812314 + 812348 + 812358 + 812300 + 812381 + 812382 + 812349 + 812334 + 812386 + 812398 + 812310 + 812353 + 812327 + 812399,13809967,12185067,
+,17,15,812320 + 812348 + 812382 + 812315 + 812364 + 812303 + 812302 + 812391 + 812396 + 812329 + 812308 + 812342 + 812367 + 812317 + 812350 + 812385 + 812372,13809891,13004793,
+,17,16,812337 + 812304 + 812375 + 812332 + 812344 + 812371 + 812380 + 812339 + 812328 + 812383 + 812378 + 812343 + 812330 + 812344 + 812386 + 812367 + 812372,13810013,9761778,
+,17,17,812390 + 812381 + 812345 + 812360 + 812323 + 812309 + 812318 + 812351 + 812318 + 812324 + 812300 + 812301 + 812307 + 812380 + 812350 + 812350 + 812399,13809806,12184936,
+,17,18,812362 + 812363 + 812306 + 812362 + 812382 + 812360 + 812343 + 812340 + 812326 + 812399 + 812325 + 812316 + 812318 + 812369 + 812357 + 812318 + 812354,13809900,12185538,
+,17,19,812372 + 812332 + 812333 + 812361 + 812321 + 812384 + 812384 + 812384 + 812330 + 812338 + 812331 + 812342 + 812361 + 812358 + 812346 + 812344 + 812389,13810010,13030036,
+,18,0,812326 + 812391 + 812355 + 812315 + 812349 + 812305 + 812348 + 812366 + 812358 + 812321 + 812366 + 812309 + 812328 + 812307 + 812327 + 812320 + 812320 + 812368,14622079,13013499,
+,18,1,812319 + 812320 + 812386 + 812397 + 812377 + 812379 + 812340 + 812390 + 812397 + 812363 + 812336 + 812341 + 812394 + 812381 + 812368 + 812337 + 812400 + 812347,14622572,16287184,
+,18,2,812391 + 812343 + 812375 + 812311 + 812322 + 812380 + 812323 + 812321 + 812331 + 812370 + 812358 + 812333 + 812310 + 812349 + 812327 + 812343 + 812384 + 812383,14622254,16246876,
+,18,3,812374 + 812397 + 812340 + 812307 + 812325 + 812372 + 812318 + 812365 + 812321 + 812320 + 812324 + 812375 + 812306 + 812398 + 812361 + 812351 + 812363 + 812374,14622291,14682833,
+,18,4,812339 + 812337 + 812335 + 812348 + 812337 + 812398 + 812332 + 812370 + 812364 + 812400 + 812365 + 812335 + 812311 + 812371 + 812397 + 812372 + 812330 + 812310,14622351,16246701,
+,18,5,812370 + 812373 + 812328 + 812302 + 812392 + 812345 + 812395 + 812398 + 812314 + 812307 + 812355 + 812335 + 812306 + 812349 + 812306 + 812340 + 812308 + 812308,14622131,12184976,
+,18,6,812374 + 812347 + 812388 + 812350 + 812305 + 812321 + 812378 + 812371 + 812380 + 812323 + 812351 + 812355 + 812310 + 812356 + 812349 + 812397 + 812398 + 812320,14622373,16247464,
+,18,7,812389 + 812379 + 812337 + 812399 + 812382 + 812387 + 812347 + 812398 + 812365 + 812394 + 812394 + 812348 + 812325 + 812345 + 812380 + 812336 + 812388 + 812343,14622636,12186096,
+,18,8,812308 + 812367 + 812355 + 812367 + 812351 + 812375 + 812396 + 812368 + 812325 + 812342 + 812356 + 812330 + 812369 + 812375 + 812354 + 812324 + 812357 + 812390,14622409,14682125,
+,18,9,812377 + 812363 + 812382 + 812360 + 812377 + 812307 + 812355 + 812352 + 812373 + 812382 + 812304 + 812308 + 812356 + 812397 + 812315 + 812339 + 812395 + 812321,14622363,16247381,
+,18,10,812348 + 812313 + 812329 + 812344 + 812300 + 812350 + 812392 + 812341 + 812334 + 812326 + 812333 + 812396 + 812338 + 812353 + 812353 + 812338 + 812306 + 812366,14622160,16246910,
+,18,11,812368 + 812368 + 812315 + 812329 + 812381 + 812396 + 812342 + 812311 + 812398 + 812372 + 812301 + 812392 + 812327 + 812380 + 812396 + 812397 + 812329 + 812315,14622417,16246878,
+,18,12,812334 + 812394 + 812354 + 812363 + 812364 + 812342 + 812379 + 812393 + 812330 + 812316 + 812311 + 812316 + 812375 + 812361 + 812302 + 812338 + 812301 + 812365,14622238,16246754,
+,18,13,812373 + 812351 + 812335 + 812310 + 812374 + 812300 + 812317 + 812302 + 812302 + 812375 + 812311 + 812389 + 812303 + 812344 + 812334 + 812383 + 812375 + 812306,14622084,13004593,
+,18,14,812369 + 812324 + 812360 + 812367 + 812350 + 812356 + 812380 + 812378 + 812303 + 812400 + 812311 + 812363 + 812384 + 812312 + 812358 + 812363 + 812360 + 812304,14622342,16247236,
+,18,15,812333 + 812395 + 812355 + 812378 + 812396 + 812360 + 812359 + 812340 + 812303 + 812372 + 812329 + 812310 + 812347 + 812394 + 812363 + 812324 + 812343 + 812349,14622350,14621590,
+,18,16,812368 + 812314 + 812388 + 812301 + 812363 + 812308 + 812328 + 812316 + 812317 + 812326 + 812312 + 812366 + 812313 + 812329 + 812345 + 812321 + 812378 + 812375,14622068,14621723,
+,18,17,812379 + 812334 + 812352 + 812336 + 812311 + 812346 + 812391 + 812305 + 812344 + 812374 + 812390 + 812398 + 812305 + 812367 + 812386 + 812309 + 812330 + 812306,14622263,16247089,
+,18,18,812361 + 812349 + 812398 + 812351 + 812309 + 812308 + 812371 + 812321 + 812360 + 812380 + 812354 + 812336 + 812341 + 812303 + 812311 + 812336 + 812331 + 812314,14622134,14621634,
+,18,19,812301 + 812348 + 812304 + 812310 + 812319 + 812346 + 812316 + 812392 + 812355 + 812359 + 812336 + 812386 + 812307 + 812343 + 812308 + 812343 + 812323 + 812363,14622059,16246765,
+,19,0,812386 + 812394 + 812377 + 812310 + 812394 + 812331 + 812319 + 812388 + 812351 + 812362 + 812316 + 812391 + 812341 + 812394 + 812391 + 812316 + 812369 + 812398 + 812392,15434920,16247755,
+,19,1,812322 + 812379 + 812376 + 812334 + 812382 + 812334 + 812380 + 812329 + 812373 + 812389 + 812318 + 812321 + 812381 + 812357 + 812312 + 812325 + 812364 + 812308 + 812383,15434667,16246663,
+,19,2,812331 + 812306 + 812395 + 812390 + 812317 + 812333 + 812305 + 812390 + 812385 + 812400 + 812365 + 812377 + 812350 + 812320 + 812346 + 812396 + 812364 + 812358 + 812378,15434806,16246929,
+,19,3,812333 + 812318 + 812335 + 812335 + 812376 + 812350 + 812349 + 812360 + 812366 + 812307 + 812354 + 812329 + 812326 + 812329 + 812322 + 812361 + 812377 + 812388 + 812369,15434584,16246544,
+,19,4,812330 + 812343 + 812391 + 812372 + 812351 + 812307 + 812394 + 812382 + 812332 + 812396 + 812329 + 812398 + 812353 + 812390 + 812337 + 812310 + 812350 + 812349 + 812335,15434749,16246720,
+,19,5,812395 + 812345 + 812367 + 812346 + 812365 + 812343 + 812306 + 812327 + 812381 + 812378 + 812346 + 812395 + 812344 + 812358 + 812390 + 812300 + 812371 + 812373 + 812385,15434815,16246923,
+,19,6,812317 + 812377 + 812392 + 812315 + 812359 + 812375 + 812357 + 812389 + 812341 + 812341 + 812323 + 812380 + 812330 + 812329 + 812386 + 812388 + 812398 + 812397 + 812329,15434823,16246692,
+,19,7,812394 + 812362 + 812379 + 812376 + 812369 + 812311 + 812389 + 812337 + 812345 + 812350 + 812381 + 812386 + 812368 + 812335 + 812341 + 812312 + 812381 + 812315 + 812312,15434743,16247347,
+,19,8,812340 + 812301 + 812313 + 812336 + 812379 + 812346 + 812330 + 812315 + 812390 + 812355 + 812300 + 812371 + 812315 + 812387 + 812359 + 812377 + 812344 + 812310 + 812302,15434470,16246700,
+,19,9,812400 + 812301 + 812307 + 812350 + 812329 + 812316 + 812394 + 812360 + 812362 + 812394 + 812321 + 812326 + 812358 + 812347 + 812380 + 812352 + 812353 + 812372 + 812351,15434673,16246701,
+,19,10,812367 + 812353 + 812320 + 812319 + 812351 + 812383 + 812339 + 812394 + 812377 + 812363 + 812383 + 812329 + 812338 + 812363 + 812376 + 812317 + 812301 + 812396 + 812375,15434744,16247085,
+,19,11,812351 + 812387 + 812325 + 812330 + 812322 + 812358 + 812392 + 812348 + 812385 + 812399 + 812350 + 812377 + 812344 + 812319 + 812341 + 812344 + 812333 + 812326 + 812357,15434688,16246845,
+,19,12,812302 + 812350 + 812371 + 812328 + 812324 + 812305 + 812304 + 812315 + 812338 + 812322 + 812376 + 812389 + 812377 + 812372 + 812309 + 812348 + 812347 + 812399 + 812338,15434514,16246849,
+,19,13,812393 + 812306 + 812346 + 812399 + 812367 + 812329 + 812331 + 812361 + 812384 + 812376 + 812367 + 812354 + 812350 + 812396 + 812302 + 812326 + 812324 + 812310 + 812384,15434705,16247266,
+,19,14,812309 + 812325 + 812357 + 812360 + 812384 + 812392 + 812323 + 812350 + 812337 + 812305 + 812364 + 812367 + 812399 + 812389 + 812390 + 812359 + 812300 + 812390 + 812375,15434775,14619935,
+,19,15,812375 + 812395 + 812345 + 812385 + 812303 + 812335 + 812372 + 812370 + 812321 + 812370 + 812355 + 812354 + 812325 + 812368 + 812308 + 812385 + 812383 + 812315 + 812373,15434737,16246758,
+,19,16,812340 + 812330 + 812302 + 812336 + 812313 + 812304 + 812369 + 812400 + 812385 + 812312 + 812314 + 812366 + 812372 + 812388 + 812343 + 812363 + 812398 + 812392 + 812386,15434713,16246615,
+,19,17,812335 + 812387 + 812334 + 812363 + 812314 + 812391 + 812360 + 812397 + 812309 + 812355 + 812334 + 812313 + 812393 + 812342 + 812394 + 812301 + 812328 + 812337 + 812306,15434593,16246916,
+,19,18,812321 + 812388 + 812333 + 812400 + 812308 + 812382 + 812326 + 812327 + 812352 + 812356 + 812356 + 812330 + 812313 + 812375 + 812330 + 812319 + 812382 + 812355 + 812340,15434593,16246614,
+,19,19,812354 + 812327 + 812390 + 812378 + 812361 + 812353 + 812320 + 812318 + 812303 + 812303 + 812398 + 812376 + 812354 + 812309 + 812343 + 812306 + 812391 + 812366 + 812354,15434604,16246882,
+,20,0,812376 + 812381 + 812364 + 812386 + 812393 + 812381 + 812361 + 812356 + 812398 + 812304 + 812304 + 812374 + 812356 + 812324 + 812384 + 812310 + 812389 + 812308 + 812400 + 812323,16247172,16246820,
+,20,1,812319 + 812337 + 812351 + 812358 + 812396 + 812308 + 812305 + 812386 + 812322 + 812400 + 812347 + 812365 + 812376 + 812347 + 812320 + 812342 + 812377 + 812348 + 812394 + 812387,16247085,16246457,
+,20,2,812339 + 812324 + 812371 + 812313 + 812308 + 812346 + 812302 + 812351 + 812302 + 812350 + 812308 + 812370 + 812381 + 812348 + 812331 + 812314 + 812314 + 812355 + 812381 + 812308,16246716,16246570,
+,20,3,812368 + 812349 + 812380 + 812344 + 812372 + 812329 + 812331 + 812325 + 812363 + 812389 + 812317 + 812332 + 812377 + 812327 + 812371 + 812316 + 812394 + 812352 + 812383 + 812320,16247039,16246700,
+,20,4,812394 + 812393 + 812369 + 812380 + 812378 + 812353 + 812345 + 812347 + 812312 + 812382 + 812332 + 812336 + 812394 + 812304 + 812352 + 812344 + 812359 + 812334 + 812314 + 812364,16247086,16246708,
+,20,5,812371 + 812398 + 812350 + 812378 + 812374 + 812350 + 812343 + 812303 + 812398 + 812384 + 812316 + 812355 + 812307 + 812389 + 812313 + 812366 + 812354 + 812342 + 812397 + 812346,16247134,16247080,
+,20,6,812374 + 812378 + 812394 + 812346 + 812315 + 812331 + 812359 + 812341 + 812313 + 812387 + 812301 + 812332 + 812388 + 812311 + 812398 + 812347 + 812385 + 812378 + 812365 + 812387,16247130,16246893,
+,20,7,812315 + 812316 + 812359 + 812322 + 812370 + 812389 + 812334 + 812390 + 812399 + 812374 + 812339 + 812348 + 812371 + 812369 + 812330 + 812316 + 812356 + 812338 + 812352 + 812400,16247087,16246738,
+,20,8,812399 + 812350 + 812333 + 812378 + 812387 + 812319 + 812338 + 812353 + 812359 + 812324 + 812316 + 812363 + 812355 + 812390 + 812316 + 812398 + 812355 + 812318 + 812363 + 812386,16247100,16247064,
+,20,9,812366 + 812338 + 812320 + 812387 + 812304 + 812347 + 812310 + 812382 + 812344 + 812324 + 812328 + 812318 + 812365 + 812383 + 812327 + 812400 + 812354 + 812301 + 812310 + 812301,16246809,16246658,
+,20,10,812396 + 812393 + 812399 + 812396 + 812399 + 812392 + 812351 + 812367 + 812328 + 812381 + 812382 + 812305 + 812396 + 812362 + 812339 + 812395 + 812331 + 812320 + 812339 + 812331,16247302,16247064,
+,20,11,812387 + 812309 + 812365 + 812371 + 812320 + 812346 + 812355 + 812305 + 812380 + 812369 + 812304 + 812395 + 812338 + 812393 + 812371 + 812338 + 812373 + 812358 + 812352 + 812316,16247045,16246688,
+,20,12,812390 + 812368 + 812302 + 812387 + 812365 + 812351 + 812329 + 812331 + 812343 + 812306 + 812323 + 812310 + 812349 + 812347 + 812309 + 812322 + 812318 + 812395 + 812348 + 812394,16246887,16246886,
+,20,13,812389 + 812338 + 812380 + 812392 + 812305 + 812313 + 812335 + 812370 + 812337 + 812384 + 812362 + 812346 + 812306 + 812307 + 812384 + 812306 + 812336 + 812321 + 812396 + 812326,16246933,16246615,
+,20,14,812303 + 812384 + 812400 + 812358 + 812396 + 812345 + 812381 + 812331 + 812325 + 812372 + 812335 + 812344 + 812398 + 812315 + 812366 + 812356 + 812392 + 812368 + 812304 + 812373,16247146,16246813,
+,20,15,812366 + 812362 + 812309 + 812376 + 812320 + 812320 + 812375 + 812375 + 812386 + 812354 + 812332 + 812386 + 812366 + 812338 + 812318 + 812333 + 812399 + 812353 + 812359 + 812321,16247048,16246794,
+,20,16,812391 + 812349 + 812380 + 812381 + 812336 + 812333 + 812339 + 812388 + 812377 + 812387 + 812315 + 812305 + 812335 + 812370 + 812360 + 812315 + 812360 + 812346 + 812355 + 812353,16247075,16246829,
+,20,17,812371 + 812325 + 812326 + 812340 + 812398 + 812321 + 812374 + 812364 + 812379 + 812375 + 812392 + 812379 + 812320 + 812345 + 812398 + 812372 + 812351 + 812366 + 812393 + 812365,16247254,16246643,
+,20,18,812318 + 812358 + 812335 + 812379 + 812302 + 812334 + 812300 + 812375 + 812377 + 812391 + 812367 + 812378 + 812395 + 812387 + 812368 + 812360 + 812310 + 812311 + 812397 + 812350,16247092,16246615,
+,20,19,812395 + 812360 + 812375 + 812311 + 812320 + 812365 + 812362 + 812353 + 812304 + 812390 + 812389 + 812335 + 812395 + 812338 + 812325 + 812331 + 812316 + 812316 + 812313 + 812381,16246974,16247219,
+,21,0,812327 + 812322 + 812373 + 812378 + 812310 + 812307 + 812348 + 812353 + 812371 + 812358 + 812301 + 812365 + 812356 + 812356 + 812312 + 812376 + 812364 + 812353 + 812374 + 812392 + 812303,17059299,16246868,
+,21,1,812344 + 812345 + 812395 + 812322 + 812321 + 812350 + 812330 + 812364 + 812338 + 812307 + 812372 + 812336 + 812387 + 812346 + 812323 + 812335 + 812358 + 812366 + 812308 + 812309 + 812318,17059174,16246789,
+,21,2,812310 + 812364 + 812393 + 812383 + 812351 + 812393 + 812395 + 812377 + 812331 + 812329 + 812353 + 812340 + 812322 + 812346 + 812312 + 812343 + 812359 + 812384 + 812317 + 812322 + 812319,17059343,16246724,
+,21,3,812356 + 812330 + 812374 + 812371 + 812310 + 812349 + 812347 + 812372 + 812371 + 812342 + 812367 + 812361 + 812385 + 812332 + 812344 + 812390 + 812352 + 812335 + 812346 + 812340 + 812385,17059459,16246679,
+,21,4,812391 + 812392 + 812358 + 812382 + 812333 + 812363 + 812337 + 812360 + 812335 + 812395 + 812353 + 812326 + 812362 + 812368 + 812304 + 812385 + 812322 + 812367 + 812354 + 812312 + 812372,17059471,16247433,
+,21,5,812322 + 812322 + 812385 + 812373 + 812310 + 812343 + 812368 + 812329 + 812302 + 812381 + 812302 + 812320 + 812335 + 812315 + 812346 + 812317 + 812379 + 812388 + 812341 + 812328 + 812339,17059145,16286615,
+,21,6,812333 + 812301 + 812387 + 812386 + 812348 + 812340 + 812371 + 812398 + 812335 + 812304 + 812349 + 812305 + 812395 + 812375 + 812333 + 812379 + 812306 + 812301 + 812309 + 812312 + 812380,17059247,16246703,
+,21,7,812393 + 812305 + 812378 + 812302 + 812335 + 812366 + 812314 + 812310 + 812347 + 812337 + 812378 + 812360 + 812320 + 812359 + 812385 + 812337 + 812330 + 812400 + 812396 + 812375 + 812385,17059412,16247214,
+,21,8,812334 + 812328 + 812395 + 812311 + 812364 + 812356 + 812330 + 812383 + 812385 + 812349 + 812321 + 812337 + 812394 + 812337 + 812306 + 812309 + 812302 + 812370 + 812323 + 812307 + 812389,17059230,16246715,
+,21,9,812368 + 812322 + 812376 + 812330 + 812376 + 812308 + 812310 + 812312 + 812324 + 812399 + 812337 + 812355 + 812331 + 812378 + 812378 + 812338 + 812364 + 812314 + 812306 + 812375 + 812397,17059298,16247089,
+,21,10,812353 + 812304 + 812334 + 812347 + 812357 + 812387 + 812361 + 812386 + 812374 + 812344 + 812400 + 812383 + 812347 + 812388 + 812332 + 812324 + 812384 + 812302 + 812397 + 812300 + 812347,17059451,16246905,
+,21,11,812353 + 812345 + 812305 + 812360 + 812396 + 812356 + 812374 + 812332 + 812373 + 812371 + 812338 + 812304 + 812377 + 812400 + 812353 + 812350 + 812371 + 812363 + 812388 + 812314 + 812326,17059449,16246899,
+,21,12,812335 + 812318 + 812379 + 812352 + 812331 + 812395 + 812395 + 812336 + 812328 + 812332 + 812393 + 812332 + 812349 + 812331 + 812399 + 812305 + 812359 + 812317 + 812392 + 812302 + 812359,17059339,16246709,
+,21,13,812337 + 812343 + 812353 + 812360 + 812333 + 812353 + 812395 + 812399 + 812394 + 812390 + 812300 + 812364 + 812317 + 812395 + 812302 + 812382 + 812372 + 812351 + 812332 + 812372 + 812318,17059462,16246698,
+,21,14,812304 + 812341 + 812313 + 812354 + 812353 + 812302 + 812357 + 812305 + 812345 + 812348 + 812399 + 812361 + 812303 + 812381 + 812313 + 812337 + 812333 + 812393 + 812381 + 812322 + 812314,17059159,16246806,
+,21,15,812371 + 812335 + 812396 + 812314 + 812309 + 812332 + 812334 + 812339 + 812310 + 812388 + 812398 + 812311 + 812376 + 812397 + 812311 + 812302 + 812332 + 812377 + 812385 + 812316 + 812322,17059255,16246749,
