Operator,Sequence Length,Repetition Number,Sequence,True Value,GPT-4 Value,
-,16,18,127 - 89 - 83 - 53 - 13 - 103 - 101 - 59 - 17 - 19 - 71 - 47 - 5 - 37 - 2 - 73,-645,-639,
-,16,19,61 - 83 - 17 - 97 - 2 - 23 - 103 - 41 - 61 - 127 - 83 - 101 - 83 - 17 - 7 - 31,-815,-914,
-,17,0,37 - 101 - 5 - 97 - 73 - 71 - 31 - 107 - 19 - 37 - 29 - 53 - 47 - 61 - 73 - 2 - 79,-848,-950,
-,17,1,107 - 47 - 113 - 17 - 113 - 7 - 71 - 31 - 97 - 61 - 101 - 73 - 47 - 89 - 73 - 79 - 7,-919,-1024,
-,17,2,83 - 7 - 37 - 11 - 127 - 83 - 37 - 5 - 47 - 2 - 7 - 23 - 53 - 47 - 89 - 47 - 67,-606,-669,
-,17,3,31 - 11 - 97 - 31 - 107 - 53 - 5 - 19 - 17 - 47 - 97 - 107 - 101 - 31 - 2 - 113 - 3,-810,-877,
-,17,4,73 - 17 - 89 - 59 - 2 - 29 - 31 - 89 - 103 - 101 - 113 - 47 - 29 - 107 - 47 - 61 - 97,-948,-1120,
-,17,5,13 - 11 - 107 - 41 - 5 - 61 - 23 - 59 - 11 - 41 - 23 - 101 - 3 - 101 - 43 - 23 - 37,-677,-787,
-,17,6,127 - 67 - 113 - 127 - 71 - 101 - 53 - 29 - 2 - 3 - 89 - 11 - 109 - 73 - 41 - 67 - 59,-888,-900,
-,17,7,7 - 43 - 37 - 29 - 97 - 19 - 71 - 17 - 73 - 37 - 61 - 71 - 7 - 61 - 17 - 2 - 37,-672,-675,
-,17,8,97 - 101 - 103 - 43 - 59 - 53 - 73 - 11 - 17 - 89 - 113 - 67 - 127 - 3 - 83 - 107 - 11,-963,-1069,
-,17,9,67 - 7 - 109 - 43 - 7 - 73 - 71 - 37 - 83 - 59 - 19 - 29 - 89 - 41 - 71 - 13 - 67,-751,-944,
-,17,10,61 - 59 - 113 - 7 - 101 - 23 - 7 - 31 - 41 - 79 - 5 - 109 - 79 - 103 - 29 - 23 - 19,-767,-828,
-,17,11,41 - 59 - 83 - 37 - 43 - 127 - 19 - 7 - 97 - 127 - 113 - 43 - 31 - 83 - 67 - 127 - 127,-1149,-981,
-,17,12,79 - 53 - 37 - 127 - 113 - 127 - 101 - 41 - 5 - 89 - 71 - 83 - 101 - 47 - 47 - 79 - 61,-1103,-1310,
-,17,13,127 - 53 - 23 - 37 - 127 - 37 - 17 - 37 - 109 - 109 - 2 - 71 - 7 - 71 - 3 - 23 - 53,-652,-619,
-,17,14,2 - 53 - 83 - 89 - 7 - 53 - 59 - 13 - 107 - 83 - 7 - 3 - 73 - 7 - 19 - 101 - 2,-757,-858,
-,17,15,53 - 71 - 37 - 127 - 73 - 97 - 109 - 83 - 11 - 19 - 71 - 11 - 71 - 61 - 113 - 127 - 71,-1099,-1171,
-,17,16,7 - 5 - 13 - 89 - 47 - 103 - 89 - 107 - 7 - 23 - 37 - 71 - 113 - 3 - 113 - 59 - 29,-901,-895,
-,17,17,83 - 79 - 61 - 59 - 37 - 37 - 3 - 127 - 3 - 11 - 73 - 2 - 13 - 61 - 103 - 11 - 37,-634,-558,
-,17,18,83 - 5 - 61 - 61 - 109 - 107 - 67 - 61 - 97 - 29 - 43 - 71 - 7 - 13 - 23 - 41 - 67,-779,-895,
-,17,19,107 - 107 - 2 - 127 - 11 - 101 - 127 - 31 - 67 - 47 - 41 - 2 - 11 - 67 - 97 - 127 - 31,-889,-997,
-,18,0,73 - 67 - 7 - 47 - 47 - 47 - 11 - 19 - 19 - 61 - 127 - 97 - 83 - 97 - 43 - 83 - 61 - 3,-846,-902,
-,18,1,89 - 29 - 103 - 79 - 31 - 47 - 73 - 103 - 89 - 103 - 73 - 71 - 7 - 71 - 41 - 7 - 2 - 29,-869,-948,
-,18,2,79 - 53 - 17 - 113 - 41 - 127 - 97 - 3 - 7 - 7 - 2 - 37 - 101 - 107 - 113 - 29 - 97 - 97,-969,-967,
-,18,3,37 - 61 - 3 - 2 - 23 - 31 - 107 - 61 - 83 - 97 - 79 - 11 - 7 - 107 - 47 - 2 - 41 - 37,-762,-851,
-,18,4,83 - 7 - 113 - 41 - 11 - 13 - 2 - 17 - 11 - 67 - 89 - 17 - 3 - 2 - 17 - 3 - 97 - 41,-468,-476,
-,18,5,89 - 113 - 83 - 13 - 101 - 89 - 13 - 103 - 19 - 2 - 113 - 79 - 3 - 73 - 29 - 97 - 109 - 97,-1047,-1154,
-,18,6,23 - 109 - 7 - 31 - 109 - 103 - 31 - 73 - 97 - 11 - 47 - 67 - 101 - 71 - 101 - 73 - 43 - 67,-1118,-1120,
-,18,7,79 - 59 - 7 - 61 - 73 - 73 - 113 - 37 - 107 - 41 - 89 - 73 - 47 - 103 - 47 - 37 - 107 - 83,-1078,-1370,
-,18,8,53 - 5 - 11 - 3 - 113 - 41 - 5 - 17 - 3 - 79 - 101 - 7 - 67 - 31 - 103 - 59 - 83 - 61,-736,-740,
-,18,9,127 - 11 - 113 - 17 - 67 - 3 - 17 - 97 - 3 - 29 - 47 - 73 - 11 - 109 - 127 - 103 - 47 - 89,-836,-846,
-,18,10,17 - 41 - 11 - 89 - 89 - 101 - 41 - 3 - 23 - 101 - 67 - 19 - 11 - 3 - 97 - 13 - 5 - 37,-734,-710,
-,18,11,127 - 113 - 61 - 47 - 89 - 29 - 107 - 79 - 89 - 43 - 37 - 5 - 53 - 79 - 2 - 61 - 5 - 89,-861,-985,
-,18,12,79 - 103 - 17 - 113 - 109 - 97 - 37 - 53 - 101 - 31 - 83 - 2 - 19 - 109 - 3 - 107 - 97 - 59,-1061,-1270,
-,18,13,5 - 17 - 41 - 71 - 43 - 67 - 59 - 89 - 37 - 31 - 11 - 41 - 59 - 73 - 53 - 59 - 17 - 109,-872,-872,
-,18,14,23 - 67 - 5 - 97 - 59 - 73 - 5 - 7 - 107 - 109 - 97 - 41 - 13 - 3 - 47 - 19 - 37 - 53,-816,-808,
-,18,15,89 - 53 - 17 - 3 - 13 - 79 - 13 - 43 - 7 - 23 - 11 - 47 - 23 - 13 - 61 - 103 - 73 - 113,-606,-681,
-,18,16,7 - 61 - 17 - 73 - 97 - 29 - 71 - 89 - 53 - 89 - 31 - 109 - 101 - 17 - 23 - 67 - 47 - 73,-1040,-930,
-,18,17,59 - 59 - 109 - 11 - 3 - 103 - 127 - 31 - 29 - 103 - 109 - 41 - 13 - 101 - 47 - 127 - 71 - 5,-1030,-980,
-,18,18,97 - 79 - 67 - 109 - 83 - 53 - 59 - 97 - 47 - 17 - 109 - 109 - 103 - 97 - 11 - 11 - 127 - 13,-1094,-1066,
-,18,19,103 - 11 - 59 - 3 - 47 - 107 - 79 - 101 - 73 - 113 - 109 - 29 - 59 - 89 - 29 - 17 - 67 - 107,-996,-1139,
-,19,0,61 - 107 - 2 - 43 - 19 - 59 - 7 - 107 - 7 - 2 - 13 - 17 - 61 - 31 - 109 - 127 - 7 - 41 - 13,-711,-899,
-,19,1,5 - 101 - 7 - 5 - 109 - 19 - 31 - 7 - 29 - 73 - 7 - 103 - 73 - 109 - 43 - 17 - 109 - 41 - 73,-951,-956,
-,19,2,11 - 47 - 3 - 7 - 19 - 13 - 17 - 127 - 127 - 109 - 53 - 43 - 5 - 79 - 2 - 109 - 43 - 19 - 103,-914,-1000,
-,19,3,43 - 43 - 53 - 103 - 5 - 103 - 59 - 71 - 17 - 59 - 13 - 97 - 127 - 19 - 97 - 107 - 113 - 73 - 2,-1118,-1290,
-,19,4,107 - 103 - 19 - 37 - 71 - 13 - 3 - 101 - 67 - 43 - 107 - 17 - 71 - 7 - 109 - 37 - 53 - 7 - 29,-787,-770,
-,19,5,67 - 31 - 127 - 13 - 41 - 89 - 17 - 61 - 37 - 103 - 37 - 73 - 13 - 47 - 11 - 127 - 7 - 71 - 23,-861,-880,
-,19,6,79 - 73 - 7 - 107 - 19 - 67 - 47 - 17 - 5 - 61 - 73 - 13 - 103 - 43 - 79 - 67 - 83 - 43 - 53,-881,-852,
-,19,7,19 - 17 - 61 - 41 - 19 - 101 - 47 - 59 - 37 - 71 - 67 - 47 - 2 - 71 - 41 - 53 - 3 - 23 - 23,-764,-800,
-,19,8,29 - 113 - 43 - 43 - 73 - 83 - 11 - 67 - 53 - 29 - 2 - 47 - 127 - 11 - 7 - 31 - 23 - 19 - 5,-758,-759,
-,19,9,2 - 97 - 41 - 101 - 71 - 89 - 7 - 101 - 89 - 43 - 41 - 13 - 13 - 5 - 107 - 3 - 109 - 109 - 31,-1068,-1080,
-,19,10,37 - 31 - 23 - 31 - 37 - 7 - 3 - 97 - 107 - 103 - 89 - 43 - 71 - 7 - 107 - 61 - 89 - 101 - 19,-989,-993,
-,19,11,3 - 41 - 59 - 107 - 89 - 23 - 43 - 2 - 113 - 13 - 109 - 113 - 113 - 43 - 23 - 3 - 13 - 89 - 59,-1052,-1190,
-,19,12,79 - 29 - 7 - 31 - 109 - 17 - 97 - 71 - 17 - 109 - 71 - 97 - 109 - 101 - 103 - 19 - 73 - 101 - 59,-1141,-1353,
-,19,13,5 - 31 - 43 - 37 - 47 - 101 - 41 - 17 - 89 - 59 - 127 - 109 - 29 - 79 - 127 - 103 - 107 - 89 - 11,-1241,-1170,
-,19,14,53 - 67 - 23 - 113 - 61 - 109 - 29 - 31 - 83 - 47 - 101 - 13 - 31 - 7 - 61 - 37 - 7 - 29 - 113,-909,-929,
-,19,15,7 - 113 - 31 - 109 - 53 - 127 - 47 - 11 - 97 - 127 - 59 - 37 - 59 - 109 - 41 - 3 - 47 - 71 - 127,-1261,-1336,
-,19,16,37 - 73 - 113 - 107 - 23 - 31 - 37 - 53 - 3 - 83 - 37 - 29 - 73 - 71 - 61 - 79 - 37 - 61 - 29,-963,-929,
-,19,17,97 - 53 - 61 - 97 - 17 - 127 - 109 - 13 - 103 - 5 - 41 - 37 - 73 - 89 - 29 - 5 - 113 - 101 - 103,-1079,-970,
-,19,18,53 - 47 - 19 - 47 - 107 - 7 - 71 - 103 - 7 - 31 - 43 - 103 - 113 - 71 - 61 - 53 - 19 - 19 - 61,-929,-1004,
-,19,19,67 - 23 - 79 - 23 - 127 - 59 - 5 - 7 - 23 - 17 - 37 - 59 - 101 - 17 - 11 - 5 - 19 - 97 - 2,-644,-810,
-,20,0,109 - 13 - 83 - 5 - 127 - 73 - 17 - 7 - 11 - 13 - 23 - 2 - 47 - 17 - 11 - 2 - 103 - 103 - 17 - 67,-632,-387,
-,20,1,83 - 29 - 29 - 67 - 47 - 101 - 3 - 43 - 79 - 71 - 19 - 53 - 7 - 97 - 59 - 31 - 41 - 7 - 97 - 41,-838,-789,
-,20,2,37 - 5 - 13 - 109 - 79 - 71 - 31 - 71 - 11 - 13 - 83 - 43 - 3 - 37 - 7 - 101 - 113 - 2 - 11 - 103,-869,-898,
-,20,3,19 - 37 - 7 - 29 - 11 - 73 - 13 - 11 - 71 - 107 - 113 - 103 - 47 - 107 - 31 - 101 - 109 - 71 - 3 - 43,-1068,-1060,
-,20,4,31 - 2 - 7 - 3 - 5 - 127 - 47 - 97 - 5 - 31 - 109 - 109 - 61 - 127 - 5 - 67 - 53 - 73 - 53 - 53,-1003,-1000,
-,20,5,31 - 103 - 47 - 7 - 7 - 23 - 79 - 11 - 61 - 7 - 41 - 3 - 53 - 109 - 113 - 97 - 7 - 3 - 103 - 61,-904,-1000,
-,20,6,41 - 89 - 3 - 61 - 11 - 3 - 101 - 29 - 43 - 3 - 127 - 47 - 97 - 37 - 19 - 73 - 83 - 73 - 109 - 127,-1094,-1020,
-,20,7,79 - 53 - 19 - 5 - 107 - 37 - 89 - 83 - 67 - 41 - 107 - 7 - 103 - 29 - 41 - 23 - 2 - 29 - 17 - 89,-869,-919,
-,20,8,73 - 107 - 109 - 127 - 83 - 59 - 107 - 19 - 109 - 43 - 7 - 19 - 13 - 17 - 113 - 23 - 7 - 2 - 103 - 29,-1023,-1058,
-,20,9,7 - 107 - 103 - 83 - 37 - 43 - 73 - 101 - 23 - 61 - 97 - 19 - 83 - 79 - 31 - 97 - 17 - 61 - 83 - 113,-1304,-1133,
-,20,10,41 - 61 - 79 - 17 - 23 - 83 - 5 - 107 - 113 - 83 - 101 - 37 - 59 - 79 - 89 - 29 - 53 - 43 - 67 - 13,-1100,-1099,
-,20,11,2 - 109 - 47 - 79 - 47 - 41 - 7 - 37 - 41 - 103 - 47 - 89 - 13 - 97 - 113 - 73 - 31 - 97 - 127 - 19,-1215,-1230,
-,20,12,67 - 127 - 103 - 83 - 3 - 43 - 103 - 2 - 17 - 2 - 5 - 11 - 7 - 53 - 101 - 61 - 53 - 71 - 29 - 97,-904,-1000,
-,20,13,83 - 59 - 2 - 53 - 103 - 31 - 11 - 59 - 2 - 89 - 11 - 31 - 127 - 73 - 3 - 109 - 53 - 59 - 53 - 61,-906,-980,
-,20,14,97 - 3 - 89 - 29 - 7 - 101 - 13 - 109 - 5 - 29 - 53 - 11 - 113 - 67 - 37 - 41 - 29 - 67 - 67 - 31,-804,-707,
-,20,15,37 - 31 - 37 - 59 - 29 - 61 - 17 - 37 - 41 - 43 - 73 - 71 - 73 - 109 - 79 - 19 - 107 - 109 - 61 - 41,-1060,-1080,
-,20,16,103 - 61 - 2 - 79 - 2 - 31 - 41 - 97 - 2 - 89 - 101 - 17 - 13 - 31 - 23 - 61 - 67 - 107 - 17 - 11,-749,-706,
-,20,17,3 - 41 - 37 - 11 - 47 - 23 - 17 - 101 - 13 - 59 - 2 - 3 - 127 - 37 - 2 - 5 - 67 - 109 - 59 - 103,-860,-945,
-,20,18,61 - 23 - 97 - 7 - 127 - 73 - 61 - 23 - 109 - 101 - 53 - 17 - 19 - 113 - 97 - 59 - 29 - 109 - 19 - 67,-1142,-1228,
-,20,19,41 - 97 - 17 - 17 - 61 - 113 - 59 - 3 - 113 - 53 - 29 - 107 - 41 - 73 - 3 - 5 - 103 - 83 - 71 - 89,-1096,-1099,
-,21,0,67 - 31 - 53 - 97 - 79 - 101 - 127 - 103 - 47 - 17 - 73 - 3 - 83 - 41 - 47 - 23 - 59 - 23 - 3 - 83 - 67,-1093,-1100,
-,21,1,11 - 3 - 2 - 29 - 13 - 67 - 7 - 107 - 17 - 41 - 109 - 109 - 19 - 53 - 83 - 107 - 17 - 61 - 23 - 7 - 103,-966,-1000,
-,21,2,89 - 11 - 17 - 11 - 101 - 43 - 19 - 67 - 19 - 13 - 71 - 71 - 101 - 73 - 61 - 83 - 53 - 89 - 71 - 101 - 73,-1059,-990,
-,21,3,113 - 13 - 17 - 23 - 2 - 59 - 67 - 29 - 101 - 97 - 31 - 61 - 23 - 11 - 101 - 59 - 83 - 107 - 37 - 11 - 7,-826,-906,
-,21,4,103 - 79 - 113 - 89 - 5 - 23 - 37 - 113 - 19 - 83 - 7 - 23 - 109 - 2 - 37 - 7 - 97 - 109 - 19 - 29 - 79,-976,-916,
-,21,5,11 - 19 - 109 - 19 - 7 - 107 - 5 - 97 - 101 - 73 - 109 - 13 - 79 - 113 - 79 - 97 - 113 - 13 - 83 - 79 - 47,-1351,-1389,
-,21,6,23 - 19 - 89 - 107 - 73 - 47 - 29 - 89 - 109 - 11 - 97 - 47 - 113 - 5 - 13 - 79 - 53 - 3 - 59 - 101 - 61,-1181,-1170,
-,21,7,41 - 103 - 7 - 23 - 103 - 127 - 127 - 59 - 97 - 17 - 5 - 23 - 101 - 53 - 89 - 53 - 61 - 17 - 37 - 37 - 53,-1151,-1139,
-,21,8,43 - 17 - 83 - 41 - 17 - 89 - 101 - 127 - 73 - 43 - 53 - 23 - 79 - 83 - 3 - 37 - 47 - 29 - 13 - 19 - 83,-1017,-1020,
-,21,9,3 - 11 - 2 - 23 - 13 - 83 - 17 - 31 - 37 - 47 - 67 - 97 - 127 - 71 - 3 - 79 - 83 - 3 - 29 - 61 - 29,-910,-966,
-,21,10,11 - 29 - 43 - 53 - 71 - 3 - 61 - 109 - 5 - 3 - 83 - 2 - 109 - 113 - 19 - 47 - 113 - 29 - 83 - 73 - 19,-1056,-1050,
-,21,11,3 - 43 - 5 - 127 - 67 - 47 - 73 - 109 - 53 - 71 - 127 - 83 - 19 - 43 - 3 - 101 - 109 - 67 - 13 - 43 - 71,-1271,-1320,
-,21,12,31 - 89 - 43 - 79 - 31 - 83 - 5 - 103 - 101 - 97 - 19 - 97 - 53 - 7 - 127 - 127 - 107 - 41 - 89 - 53 - 5,-1325,-1443,
-,21,13,2 - 97 - 31 - 19 - 37 - 2 - 5 - 31 - 79 - 3 - 67 - 23 - 41 - 47 - 2 - 43 - 89 - 2 - 71 - 3 - 67,-757,-846,
-,21,14,101 - 67 - 29 - 23 - 29 - 89 - 101 - 31 - 2 - 23 - 5 - 37 - 59 - 5 - 23 - 61 - 113 - 101 - 11 - 89 - 41,-838,-850,
-,21,15,47 - 89 - 37 - 3 - 41 - 47 - 43 - 73 - 67 - 3 - 73 - 79 - 2 - 37 - 5 - 3 - 23 - 101 - 103 - 13 - 113,-908,-886,
-,21,16,71 - 101 - 17 - 23 - 61 - 11 - 127 - 109 - 103 - 61 - 37 - 113 - 37 - 11 - 13 - 83 - 43 - 3 - 73 - 61 - 83,-1099,-1137,
-,21,17,97 - 53 - 67 - 17 - 101 - 103 - 37 - 89 - 71 - 59 - 89 - 2 - 71 - 17 - 5 - 2 - 107 - 113 - 47 - 7 - 79,-1039,-1000,
-,21,18,83 - 5 - 37 - 47 - 59 - 103 - 97 - 17 - 37 - 107 - 127 - 83 - 2 - 31 - 83 - 83 - 37 - 13 - 5 - 113 - 53,-1056,-1052,
-,21,19,7 - 31 - 79 - 43 - 7 - 17 - 47 - 109 - 89 - 47 - 127 - 67 - 47 - 79 - 59 - 47 - 29 - 59 - 29 - 29 - 17,-1051,-1059,
-,22,0,83 - 37 - 97 - 71 - 2 - 113 - 23 - 61 - 103 - 103 - 113 - 113 - 7 - 127 - 2 - 71 - 29 - 41 - 47 - 79 - 101 - 59,-1316,-1335,
-,22,1,37 - 17 - 83 - 101 - 83 - 37 - 7 - 127 - 103 - 31 - 83 - 5 - 47 - 53 - 5 - 79 - 29 - 7 - 73 - 53 - 31 - 3,-1020,-978,
-,22,2,41 - 67 - 89 - 47 - 3 - 17 - 127 - 83 - 13 - 61 - 83 - 31 - 113 - 89 - 79 - 61 - 53 - 19 - 71 - 59 - 109 - 61,-1294,-1320,
-,22,3,7 - 31 - 97 - 41 - 5 - 23 - 13 - 109 - 53 - 29 - 37 - 101 - 89 - 101 - 29 - 71 - 61 - 71 - 17 - 11 - 13 - 89,-1084,-1090,
-,22,4,113 - 5 - 17 - 61 - 41 - 11 - 67 - 19 - 31 - 59 - 41 - 59 - 5 - 59 - 37 - 59 - 71 - 83 - 7 - 23 - 23 - 2,-667,-790,
-,22,5,53 - 41 - 13 - 107 - 5 - 43 - 73 - 101 - 79 - 61 - 109 - 73 - 3 - 127 - 41 - 97 - 53 - 83 - 31 - 67 - 107 - 17,-1278,-1160,
-,22,6,89 - 89 - 2 - 17 - 89 - 61 - 13 - 83 - 7 - 7 - 107 - 61 - 7 - 89 - 7 - 97 - 43 - 7 - 29 - 13 - 59 - 5,-803,-807,
-,22,7,73 - 53 - 41 - 43 - 31 - 43 - 59 - 11 - 113 - 67 - 67 - 61 - 101 - 53 - 59 - 127 - 17 - 31 - 41 - 2 - 103 - 101,-1151,-1064,
-,22,8,107 - 11 - 71 - 101 - 19 - 83 - 11 - 109 - 127 - 53 - 3 - 73 - 3 - 109 - 53 - 89 - 107 - 53 - 53 - 13 - 19 - 113,-1166,-1245,
-,22,9,109 - 109 - 37 - 47 - 13 - 3 - 7 - 37 - 11 - 17 - 53 - 101 - 71 - 89 - 17 - 127 - 41 - 107 - 3 - 107 - 31 - 47,-966,-916,
-,22,10,29 - 31 - 107 - 103 - 113 - 73 - 7 - 19 - 101 - 19 - 43 - 59 - 107 - 3 - 109 - 19 - 71 - 59 - 11 - 107 - 37 - 89,-1258,-1292,
-,22,11,7 - 71 - 5 - 5 - 53 - 31 - 107 - 73 - 53 - 67 - 47 - 61 - 79 - 29 - 5 - 31 - 47 - 13 - 71 - 109 - 67 - 83,-1100,-1080,
-,22,12,67 - 97 - 67 - 53 - 13 - 17 - 109 - 11 - 97 - 113 - 19 - 29 - 7 - 107 - 71 - 2 - 89 - 31 - 41 - 13 - 29 - 29,-977,-968,
-,22,13,61 - 83 - 13 - 47 - 89 - 73 - 101 - 41 - 101 - 61 - 13 - 59 - 73 - 3 - 43 - 127 - 67 - 47 - 17 - 53 - 17 - 97,-1164,-1080,
-,22,14,11 - 53 - 31 - 23 - 101 - 13 - 11 - 41 - 13 - 11 - 97 - 113 - 19 - 47 - 2 - 109 - 5 - 79 - 43 - 13 - 103 - 5,-921,-778,
-,22,15,53 - 37 - 113 - 79 - 127 - 109 - 97 - 37 - 127 - 61 - 109 - 11 - 59 - 97 - 71 - 37 - 73 - 89 - 43 - 79 - 79 - 17,-1498,-1380,
-,22,16,43 - 29 - 5 - 61 - 23 - 37 - 43 - 43 - 3 - 71 - 61 - 101 - 89 - 97 - 11 - 103 - 13 - 29 - 71 - 29 - 113 - 73,-1062,-1039,
-,22,17,13 - 47 - 67 - 19 - 107 - 67 - 41 - 83 - 53 - 89 - 107 - 89 - 43 - 83 - 17 - 41 - 83 - 53 - 13 - 29 - 17 - 107,-1242,-1149,
-,22,18,29 - 101 - 103 - 59 - 7 - 19 - 37 - 79 - 113 - 73 - 23 - 53 - 113 - 37 - 61 - 109 - 107 - 37 - 83 - 11 - 71 - 41,-1308,-1294,
-,22,19,37 - 83 - 43 - 43 - 83 - 47 - 29 - 37 - 19 - 19 - 3 - 47 - 83 - 109 - 107 - 103 - 53 - 127 - 79 - 3 - 23 - 17,-1120,-1060,
-,23,0,107 - 97 - 17 - 107 - 103 - 31 - 3 - 23 - 7 - 61 - 7 - 103 - 7 - 19 - 103 - 13 - 101 - 67 - 113 - 61 - 103 - 103 - 59,-1201,-1109,
-,23,1,103 - 71 - 73 - 29 - 79 - 2 - 89 - 43 - 7 - 79 - 61 - 127 - 83 - 61 - 13 - 109 - 3 - 13 - 113 - 59 - 53 - 127 - 37,-1228,-1111,
-,23,2,17 - 83 - 7 - 97 - 101 - 107 - 7 - 61 - 37 - 73 - 107 - 71 - 41 - 113 - 17 - 31 - 61 - 73 - 67 - 13 - 89 - 17 - 19,-1275,-1300,
-,23,3,109 - 5 - 13 - 19 - 113 - 71 - 89 - 17 - 43 - 89 - 107 - 109 - 31 - 113 - 53 - 19 - 83 - 73 - 37 - 13 - 3 - 103 - 31,-1125,-1170,
-,23,4,53 - 83 - 47 - 2 - 47 - 41 - 101 - 103 - 11 - 61 - 29 - 113 - 53 - 113 - 127 - 67 - 43 - 107 - 73 - 101 - 7 - 5 - 61,-1342,-1330,
-,23,5,41 - 89 - 3 - 47 - 127 - 107 - 101 - 113 - 31 - 127 - 71 - 107 - 17 - 47 - 5 - 53 - 79 - 41 - 109 - 107 - 43 - 73 - 2,-1458,-1490,
-,23,6,73 - 107 - 11 - 59 - 113 - 53 - 23 - 79 - 71 - 83 - 37 - 3 - 73 - 11 - 109 - 37 - 101 - 29 - 37 - 107 - 61 - 61 - 11,-1203,-1126,
-,23,7,109 - 109 - 89 - 107 - 113 - 107 - 61 - 59 - 19 - 53 - 97 - 89 - 13 - 89 - 43 - 43 - 17 - 31 - 53 - 73 - 19 - 83 - 73,-1331,-1358,
-,23,8,59 - 89 - 17 - 73 - 83 - 59 - 61 - 103 - 97 - 61 - 97 - 47 - 71 - 41 - 127 - 29 - 127 - 71 - 107 - 127 - 59 - 103 - 101,-1691,-1676,
-,23,9,103 - 23 - 13 - 3 - 7 - 103 - 53 - 83 - 41 - 127 - 31 - 11 - 11 - 107 - 113 - 71 - 13 - 37 - 61 - 13 - 5 - 107 - 17,-947,-1170,
-,23,10,31 - 73 - 31 - 31 - 53 - 5 - 113 - 23 - 5 - 83 - 79 - 89 - 127 - 89 - 23 - 23 - 2 - 43 - 83 - 89 - 2 - 53 - 59,-1147,-1232,
-,23,11,2 - 89 - 37 - 31 - 47 - 109 - 83 - 41 - 109 - 17 - 11 - 53 - 47 - 2 - 103 - 113 - 31 - 83 - 73 - 19 - 101 - 41 - 97,-1335,-1143,
-,23,12,89 - 53 - 109 - 73 - 113 - 103 - 43 - 7 - 103 - 101 - 11 - 37 - 59 - 13 - 23 - 59 - 43 - 107 - 7 - 41 - 13 - 79 - 113,-1221,-1238,
-,23,13,31 - 11 - 13 - 37 - 31 - 127 - 23 - 83 - 73 - 71 - 23 - 17 - 3 - 79 - 59 - 29 - 17 - 29 - 2 - 79 - 47 - 3 - 73,-898,-847,
-,23,14,31 - 31 - 31 - 59 - 7 - 31 - 23 - 53 - 71 - 7 - 17 - 89 - 89 - 17 - 47 - 47 - 23 - 47 - 89 - 67 - 47 - 19 - 67,-947,-950,
-,23,15,11 - 89 - 31 - 19 - 97 - 71 - 37 - 79 - 67 - 37 - 83 - 17 - 29 - 19 - 71 - 73 - 103 - 89 - 47 - 29 - 37 - 17 - 73,-1203,-1138,
-,23,16,59 - 5 - 11 - 31 - 79 - 109 - 47 - 5 - 83 - 73 - 71 - 47 - 47 - 97 - 97 - 11 - 79 - 7 - 37 - 109 - 109 - 11 - 47,-1153,-1010,
-,23,17,31 - 89 - 83 - 109 - 73 - 19 - 59 - 73 - 47 - 113 - 37 - 113 - 7 - 73 - 127 - 43 - 13 - 37 - 11 - 7 - 67 - 47 - 97,-1313,-1230,
-,23,18,127 - 103 - 2 - 101 - 43 - 11 - 109 - 107 - 71 - 17 - 5 - 113 - 23 - 113 - 59 - 3 - 37 - 19 - 127 - 5 - 2 - 2 - 31,-976,-1092,
-,23,19,17 - 109 - 43 - 103 - 89 - 59 - 11 - 37 - 5 - 67 - 47 - 2 - 107 - 71 - 31 - 31 - 47 - 19 - 47 - 59 - 107 - 41 - 2,-1117,-1289,
-,24,0,127 - 31 - 83 - 97 - 5 - 71 - 113 - 2 - 3 - 29 - 7 - 107 - 127 - 11 - 17 - 13 - 43 - 71 - 5 - 59 - 47 - 43 - 67 - 101,-1025,-1063,
-,24,1,109 - 31 - 17 - 43 - 61 - 29 - 109 - 5 - 107 - 61 - 61 - 2 - 59 - 41 - 19 - 127 - 59 - 37 - 29 - 17 - 67 - 13 - 79 - 13,-977,-1020,
-,24,2,37 - 97 - 73 - 11 - 23 - 103 - 113 - 29 - 53 - 101 - 53 - 103 - 17 - 107 - 29 - 3 - 107 - 7 - 97 - 23 - 73 - 127 - 71 - 71,-1454,-1403,
-,24,3,41 - 71 - 59 - 53 - 71 - 113 - 13 - 73 - 109 - 47 - 113 - 2 - 67 - 97 - 89 - 101 - 31 - 79 - 3 - 23 - 31 - 31 - 3 - 29,-1267,-1290,
-,24,4,43 - 19 - 29 - 61 - 53 - 61 - 41 - 23 - 89 - 29 - 47 - 103 - 17 - 97 - 97 - 47 - 17 - 19 - 23 - 13 - 5 - 23 - 43 - 127,-1040,-930,
-,24,5,71 - 37 - 107 - 43 - 7 - 101 - 17 - 113 - 101 - 11 - 41 - 19 - 71 - 43 - 53 - 103 - 71 - 47 - 67 - 89 - 107 - 53 - 103 - 7,-1340,-1129,
-,24,6,101 - 3 - 61 - 113 - 53 - 59 - 79 - 83 - 79 - 101 - 83 - 127 - 29 - 73 - 43 - 29 - 67 - 29 - 3 - 41 - 13 - 59 - 73 - 43,-1242,-1240,
-,24,7,47 - 3 - 3 - 73 - 107 - 19 - 41 - 19 - 113 - 61 - 19 - 17 - 13 - 3 - 29 - 109 - 43 - 101 - 3 - 29 - 31 - 29 - 83 - 83,-984,-956,
