Operator,Sequence Length,Repetition Number,Sequence,True Value,GPT-4 Value,
+,17,5,47 + 97 + 83 + 103 + 17 + 109 + 83 + 5 + 43 + 29 + 79 + 53 + 31 + 79 + 83 + 103 + 127,1171,1298,
+,17,6,5 + 17 + 103 + 89 + 19 + 71 + 103 + 2 + 3 + 43 + 47 + 23 + 71 + 11 + 7 + 67 + 113,794,829,
+,17,7,113 + 67 + 127 + 3 + 67 + 109 + 71 + 53 + 107 + 31 + 73 + 97 + 7 + 17 + 53 + 107 + 47,1149,1153,
+,17,8,113 + 107 + 31 + 107 + 31 + 41 + 5 + 23 + 97 + 47 + 43 + 43 + 11 + 43 + 31 + 11 + 67,851,899,
+,17,9,67 + 101 + 13 + 127 + 43 + 11 + 29 + 13 + 79 + 19 + 2 + 47 + 101 + 107 + 89 + 67 + 59,974,1154,
+,17,10,61 + 11 + 37 + 101 + 3 + 101 + 79 + 7 + 23 + 79 + 73 + 41 + 127 + 89 + 19 + 53 + 71,975,1064,
+,17,11,17 + 37 + 7 + 71 + 53 + 53 + 61 + 37 + 127 + 71 + 97 + 19 + 73 + 5 + 83 + 79 + 53,943,1025,
+,17,12,83 + 89 + 31 + 17 + 3 + 97 + 89 + 113 + 127 + 89 + 19 + 101 + 61 + 127 + 73 + 109 + 67,1295,1455,
+,17,13,113 + 59 + 89 + 2 + 41 + 53 + 47 + 2 + 41 + 53 + 67 + 13 + 89 + 59 + 13 + 79 + 47,867,967,
+,17,14,109 + 127 + 47 + 3 + 11 + 127 + 37 + 17 + 109 + 11 + 41 + 83 + 41 + 2 + 113 + 109 + 67,1054,1066,
+,17,15,127 + 109 + 127 + 47 + 113 + 29 + 73 + 103 + 103 + 3 + 113 + 109 + 113 + 67 + 5 + 31 + 41,1313,1244,
+,17,16,13 + 11 + 59 + 13 + 67 + 127 + 41 + 109 + 103 + 43 + 53 + 113 + 101 + 79 + 43 + 37 + 113,1125,1123,
+,17,17,5 + 7 + 67 + 73 + 7 + 109 + 89 + 97 + 31 + 17 + 67 + 113 + 97 + 61 + 109 + 7 + 31,987,1098,
+,17,18,31 + 79 + 67 + 43 + 23 + 109 + 97 + 23 + 73 + 73 + 29 + 23 + 103 + 83 + 11 + 73 + 59,999,1085,
+,17,19,13 + 109 + 59 + 37 + 19 + 11 + 59 + 53 + 109 + 43 + 31 + 127 + 109 + 7 + 113 + 41 + 79,1019,1039,
+,18,0,97 + 61 + 17 + 53 + 97 + 113 + 47 + 41 + 59 + 71 + 3 + 11 + 73 + 3 + 43 + 7 + 23 + 83,902,889,
+,18,1,97 + 109 + 3 + 43 + 71 + 19 + 43 + 43 + 29 + 101 + 31 + 127 + 83 + 47 + 11 + 2 + 109 + 7,975,1011,
+,18,2,101 + 43 + 43 + 53 + 19 + 103 + 59 + 47 + 127 + 79 + 11 + 41 + 41 + 97 + 127 + 103 + 71 + 101,1266,1370,
+,18,3,109 + 17 + 37 + 41 + 13 + 101 + 127 + 19 + 53 + 19 + 71 + 103 + 83 + 37 + 53 + 43 + 41 + 127,1094,1179,
+,18,4,71 + 47 + 113 + 29 + 2 + 23 + 3 + 43 + 11 + 2 + 71 + 73 + 11 + 47 + 79 + 53 + 97 + 43,818,850,
+,18,5,43 + 19 + 97 + 83 + 37 + 53 + 47 + 61 + 61 + 71 + 41 + 47 + 53 + 7 + 109 + 59 + 2 + 103,993,1000,
+,18,6,37 + 29 + 29 + 17 + 31 + 113 + 3 + 73 + 53 + 43 + 71 + 107 + 3 + 71 + 67 + 29 + 79 + 73,928,1036,
+,18,7,41 + 89 + 43 + 53 + 11 + 113 + 107 + 3 + 79 + 101 + 67 + 83 + 89 + 103 + 47 + 17 + 89 + 29,1164,1228,
+,18,8,97 + 43 + 37 + 41 + 37 + 31 + 17 + 127 + 61 + 17 + 13 + 13 + 11 + 3 + 97 + 97 + 103 + 127,972,1065,
+,18,9,13 + 73 + 47 + 61 + 79 + 7 + 127 + 89 + 83 + 127 + 2 + 101 + 89 + 17 + 71 + 13 + 67 + 2,1068,1096,
+,18,10,11 + 29 + 11 + 59 + 113 + 113 + 67 + 89 + 31 + 67 + 47 + 31 + 73 + 127 + 89 + 19 + 107 + 103,1186,1185,
+,18,11,7 + 127 + 61 + 53 + 67 + 109 + 61 + 2 + 2 + 2 + 59 + 29 + 71 + 23 + 101 + 61 + 47 + 43,925,911,
+,18,12,3 + 37 + 37 + 109 + 37 + 59 + 5 + 23 + 29 + 107 + 61 + 17 + 103 + 5 + 127 + 43 + 11 + 7,820,1030,
+,18,13,23 + 89 + 113 + 37 + 127 + 71 + 89 + 71 + 127 + 109 + 11 + 107 + 23 + 59 + 89 + 3 + 47 + 127,1322,1298,
+,18,14,71 + 109 + 103 + 31 + 107 + 17 + 71 + 3 + 3 + 83 + 89 + 31 + 67 + 41 + 41 + 29 + 17 + 17,930,1009,
+,18,15,61 + 11 + 17 + 11 + 109 + 89 + 3 + 47 + 43 + 73 + 5 + 7 + 7 + 37 + 103 + 113 + 97 + 11,844,891,
+,18,16,29 + 89 + 97 + 7 + 11 + 29 + 43 + 127 + 37 + 19 + 2 + 89 + 101 + 97 + 11 + 103 + 41 + 59,991,1050,
+,18,17,23 + 23 + 13 + 31 + 19 + 103 + 71 + 2 + 71 + 107 + 53 + 103 + 29 + 79 + 109 + 47 + 97 + 13,993,1127,
+,18,18,113 + 17 + 97 + 53 + 11 + 113 + 73 + 67 + 2 + 61 + 19 + 13 + 43 + 89 + 59 + 101 + 53 + 71,1055,987,
+,18,19,109 + 31 + 103 + 127 + 7 + 67 + 61 + 47 + 127 + 97 + 7 + 5 + 7 + 59 + 109 + 89 + 7 + 43,1102,1104,
+,19,0,19 + 127 + 109 + 101 + 5 + 101 + 59 + 103 + 5 + 7 + 23 + 3 + 19 + 37 + 29 + 23 + 113 + 3 + 71,957,1008,
+,19,1,109 + 109 + 79 + 127 + 79 + 31 + 19 + 89 + 97 + 2 + 67 + 41 + 97 + 97 + 127 + 71 + 83 + 43 + 5,1372,1454,
+,19,2,127 + 37 + 97 + 5 + 2 + 107 + 113 + 13 + 97 + 53 + 101 + 2 + 101 + 101 + 23 + 23 + 83 + 17 + 11,1113,1300,
+,19,3,61 + 41 + 5 + 71 + 53 + 79 + 23 + 109 + 127 + 13 + 3 + 5 + 11 + 59 + 47 + 113 + 109 + 127 + 29,1085,1076,
+,19,4,103 + 107 + 19 + 101 + 59 + 17 + 31 + 83 + 79 + 11 + 61 + 89 + 17 + 127 + 3 + 127 + 101 + 11 + 5,1151,1249,
+,19,5,101 + 109 + 19 + 71 + 23 + 113 + 2 + 107 + 47 + 13 + 29 + 19 + 109 + 13 + 5 + 29 + 7 + 103 + 37,956,999,
+,19,6,67 + 47 + 109 + 41 + 47 + 41 + 127 + 7 + 89 + 73 + 11 + 29 + 19 + 101 + 23 + 2 + 73 + 53 + 23,982,1051,
+,19,7,101 + 37 + 101 + 7 + 13 + 31 + 103 + 71 + 71 + 11 + 23 + 113 + 17 + 71 + 127 + 79 + 103 + 113 + 73,1265,1390,
+,19,8,29 + 53 + 47 + 71 + 73 + 19 + 11 + 43 + 7 + 71 + 79 + 127 + 37 + 61 + 7 + 2 + 31 + 109 + 73,950,1000,
+,19,9,41 + 109 + 23 + 17 + 97 + 23 + 2 + 89 + 109 + 13 + 83 + 29 + 29 + 43 + 67 + 19 + 113 + 127 + 7,1040,1039,
+,19,10,41 + 107 + 11 + 79 + 41 + 5 + 43 + 23 + 3 + 59 + 31 + 13 + 79 + 61 + 113 + 7 + 11 + 19 + 103,849,887,
+,19,11,127 + 41 + 3 + 109 + 103 + 83 + 11 + 97 + 13 + 7 + 17 + 3 + 7 + 5 + 17 + 97 + 2 + 41 + 7,790,858,
+,19,12,5 + 13 + 79 + 43 + 89 + 83 + 29 + 31 + 17 + 97 + 13 + 23 + 3 + 47 + 3 + 29 + 73 + 11 + 13,701,707,
+,19,13,17 + 11 + 13 + 5 + 37 + 73 + 7 + 5 + 7 + 73 + 89 + 89 + 17 + 73 + 47 + 103 + 71 + 73 + 61,871,955,
+,19,14,2 + 37 + 67 + 23 + 109 + 127 + 59 + 43 + 5 + 31 + 5 + 89 + 61 + 83 + 127 + 73 + 109 + 47 + 43,1140,1118,
+,19,15,103 + 71 + 101 + 5 + 17 + 7 + 19 + 83 + 103 + 3 + 2 + 73 + 83 + 2 + 73 + 5 + 79 + 109 + 37,975,1004,
+,19,16,53 + 37 + 59 + 2 + 37 + 71 + 107 + 43 + 89 + 107 + 73 + 7 + 89 + 19 + 73 + 73 + 107 + 11 + 17,1074,1246,
+,19,17,89 + 3 + 43 + 59 + 13 + 107 + 67 + 5 + 71 + 43 + 71 + 41 + 41 + 73 + 107 + 5 + 59 + 31 + 2,930,1000,
+,19,18,103 + 127 + 41 + 73 + 5 + 13 + 7 + 97 + 23 + 109 + 19 + 59 + 109 + 73 + 23 + 37 + 31 + 97 + 43,1089,1039,
+,19,19,103 + 23 + 37 + 73 + 23 + 107 + 67 + 89 + 5 + 23 + 41 + 101 + 7 + 109 + 43 + 97 + 107 + 53 + 59,1167,1246,
+,20,0,67 + 13 + 2 + 79 + 47 + 19 + 29 + 101 + 103 + 71 + 7 + 73 + 103 + 19 + 3 + 107 + 13 + 23 + 37 + 23,939,961,
+,20,1,2 + 3 + 113 + 109 + 37 + 79 + 43 + 103 + 37 + 29 + 31 + 97 + 37 + 13 + 47 + 53 + 89 + 47 + 5 + 47,1021,1087,
+,20,2,83 + 47 + 107 + 31 + 43 + 17 + 67 + 59 + 59 + 5 + 113 + 79 + 53 + 29 + 113 + 61 + 107 + 31 + 53 + 79,1236,1324,
+,20,3,29 + 19 + 23 + 89 + 23 + 59 + 103 + 3 + 101 + 127 + 3 + 17 + 73 + 107 + 31 + 31 + 47 + 43 + 17 + 17,962,1060,
+,20,4,79 + 13 + 41 + 13 + 3 + 43 + 19 + 61 + 89 + 37 + 89 + 109 + 5 + 59 + 29 + 61 + 31 + 67 + 37 + 113,998,1086,
+,20,5,101 + 11 + 101 + 41 + 5 + 3 + 53 + 103 + 47 + 17 + 113 + 79 + 47 + 109 + 19 + 73 + 127 + 17 + 97 + 2,1165,1279,
+,20,6,103 + 53 + 29 + 2 + 103 + 113 + 17 + 61 + 73 + 71 + 5 + 19 + 53 + 113 + 97 + 83 + 29 + 71 + 23 + 29,1147,1218,
+,20,7,37 + 41 + 89 + 11 + 37 + 53 + 59 + 37 + 2 + 109 + 31 + 61 + 83 + 109 + 41 + 97 + 59 + 127 + 23 + 43,1149,1458,
+,20,8,11 + 109 + 59 + 3 + 19 + 43 + 61 + 43 + 101 + 71 + 43 + 47 + 17 + 73 + 29 + 101 + 43 + 41 + 71 + 127,1112,1136,
+,20,9,79 + 11 + 23 + 109 + 59 + 83 + 107 + 101 + 89 + 29 + 29 + 127 + 31 + 79 + 53 + 23 + 5 + 47 + 109 + 2,1195,1265,
+,20,10,19 + 127 + 113 + 43 + 71 + 53 + 53 + 7 + 13 + 113 + 47 + 79 + 101 + 59 + 2 + 37 + 59 + 103 + 7 + 13,1119,1035,
+,20,11,31 + 79 + 37 + 11 + 109 + 73 + 53 + 23 + 37 + 7 + 79 + 19 + 113 + 13 + 61 + 97 + 71 + 11 + 2 + 127,1053,1053,
+,20,12,7 + 7 + 41 + 13 + 11 + 29 + 61 + 7 + 2 + 109 + 113 + 11 + 31 + 83 + 113 + 37 + 37 + 127 + 113 + 11,963,1040,
+,20,13,19 + 83 + 83 + 83 + 73 + 53 + 2 + 3 + 79 + 67 + 101 + 83 + 5 + 5 + 41 + 19 + 79 + 79 + 67 + 29,1053,1200,
+,20,14,97 + 53 + 71 + 37 + 3 + 67 + 7 + 3 + 7 + 31 + 53 + 127 + 103 + 107 + 3 + 3 + 107 + 23 + 29 + 41,972,1077,
+,20,15,59 + 19 + 41 + 73 + 5 + 61 + 101 + 7 + 47 + 2 + 13 + 11 + 109 + 17 + 31 + 71 + 97 + 97 + 13 + 11,885,987,
+,20,16,3 + 13 + 53 + 11 + 109 + 19 + 23 + 11 + 19 + 3 + 17 + 31 + 13 + 101 + 53 + 23 + 43 + 109 + 19 + 13,686,785,
+,20,17,43 + 3 + 43 + 17 + 113 + 43 + 101 + 19 + 43 + 47 + 61 + 61 + 29 + 97 + 97 + 11 + 5 + 107 + 23 + 29,992,1088,
+,20,18,5 + 79 + 101 + 13 + 67 + 23 + 83 + 19 + 2 + 101 + 37 + 107 + 73 + 37 + 79 + 73 + 47 + 53 + 41 + 109,1149,1278,
+,20,19,79 + 17 + 59 + 19 + 47 + 3 + 41 + 67 + 7 + 5 + 89 + 3 + 67 + 97 + 107 + 31 + 113 + 97 + 71 + 3,1022,1087,
+,21,0,41 + 5 + 113 + 11 + 53 + 83 + 43 + 79 + 11 + 23 + 89 + 17 + 5 + 71 + 59 + 71 + 11 + 3 + 17 + 109 + 3,917,962,
+,21,1,107 + 103 + 79 + 101 + 47 + 47 + 3 + 107 + 67 + 37 + 5 + 19 + 59 + 43 + 101 + 71 + 29 + 67 + 5 + 109 + 29,1235,1294,
+,21,2,2 + 127 + 53 + 109 + 61 + 17 + 89 + 103 + 5 + 23 + 89 + 7 + 2 + 37 + 37 + 43 + 107 + 97 + 17 + 47 + 103,1175,1163,
+,21,3,7 + 101 + 89 + 11 + 23 + 41 + 79 + 127 + 59 + 47 + 73 + 19 + 73 + 97 + 61 + 73 + 61 + 29 + 107 + 127 + 7,1311,1404,
+,21,4,53 + 31 + 127 + 7 + 23 + 43 + 29 + 97 + 103 + 113 + 67 + 79 + 31 + 43 + 31 + 107 + 107 + 103 + 67 + 109 + 89,1459,1546,
+,21,5,71 + 113 + 3 + 71 + 7 + 2 + 89 + 113 + 109 + 71 + 41 + 31 + 23 + 47 + 29 + 19 + 17 + 31 + 47 + 109 + 2,1045,1050,
+,21,6,107 + 13 + 3 + 53 + 89 + 19 + 73 + 59 + 13 + 19 + 61 + 113 + 17 + 83 + 43 + 19 + 67 + 19 + 3 + 53 + 109,1035,1120,
+,21,7,73 + 107 + 53 + 67 + 43 + 17 + 59 + 29 + 23 + 13 + 71 + 101 + 71 + 7 + 19 + 73 + 23 + 73 + 31 + 71 + 7,1031,1058,
+,21,8,31 + 19 + 61 + 7 + 83 + 53 + 43 + 107 + 7 + 83 + 109 + 47 + 29 + 103 + 113 + 109 + 79 + 5 + 127 + 61 + 79,1355,1456,
+,21,9,43 + 2 + 37 + 11 + 7 + 101 + 107 + 11 + 5 + 43 + 2 + 29 + 107 + 2 + 97 + 31 + 23 + 127 + 41 + 101 + 73,1000,1050,
+,21,10,79 + 103 + 3 + 41 + 109 + 53 + 101 + 101 + 103 + 127 + 17 + 5 + 109 + 29 + 19 + 29 + 67 + 11 + 113 + 19 + 113,1351,1376,
+,21,11,5 + 13 + 71 + 101 + 83 + 17 + 13 + 29 + 107 + 113 + 127 + 23 + 11 + 3 + 83 + 37 + 59 + 127 + 47 + 19 + 7,1095,1196,
+,21,12,103 + 101 + 11 + 5 + 43 + 101 + 23 + 43 + 103 + 103 + 11 + 31 + 109 + 47 + 29 + 127 + 79 + 31 + 61 + 5 + 19,1185,1290,
+,21,13,83 + 59 + 17 + 31 + 53 + 127 + 67 + 71 + 113 + 23 + 37 + 67 + 29 + 37 + 79 + 83 + 47 + 67 + 53 + 71 + 5,1219,1290,
+,21,14,89 + 31 + 23 + 19 + 47 + 83 + 47 + 61 + 11 + 53 + 23 + 109 + 41 + 103 + 59 + 2 + 37 + 3 + 107 + 17 + 71,1036,1004,
+,21,15,89 + 83 + 2 + 103 + 107 + 17 + 43 + 31 + 61 + 67 + 79 + 79 + 43 + 31 + 103 + 7 + 47 + 107 + 61 + 19 + 97,1276,1386,
+,21,16,61 + 127 + 31 + 107 + 107 + 31 + 103 + 127 + 97 + 67 + 109 + 13 + 101 + 97 + 101 + 7 + 47 + 5 + 113 + 67 + 47,1565,1449,
+,21,17,5 + 107 + 53 + 113 + 59 + 59 + 17 + 103 + 5 + 59 + 47 + 53 + 107 + 29 + 83 + 11 + 127 + 83 + 101 + 89 + 53,1363,1287,
+,21,18,83 + 41 + 79 + 59 + 41 + 97 + 17 + 83 + 29 + 19 + 17 + 79 + 107 + 13 + 107 + 11 + 31 + 31 + 11 + 19 + 79,1053,1098,
+,21,19,73 + 17 + 97 + 47 + 41 + 127 + 53 + 2 + 89 + 61 + 67 + 47 + 67 + 103 + 89 + 47 + 19 + 29 + 73 + 67 + 71,1286,1358,
+,22,0,73 + 3 + 127 + 23 + 19 + 5 + 79 + 17 + 97 + 37 + 59 + 11 + 101 + 53 + 109 + 13 + 5 + 67 + 71 + 101 + 113 + 79,1262,1209,
+,22,1,47 + 41 + 61 + 37 + 97 + 37 + 37 + 109 + 2 + 67 + 71 + 59 + 2 + 2 + 67 + 59 + 31 + 71 + 13 + 11 + 43 + 67,1031,1099,
+,22,2,83 + 97 + 43 + 13 + 53 + 103 + 89 + 83 + 11 + 7 + 47 + 61 + 3 + 61 + 2 + 73 + 41 + 97 + 41 + 103 + 23 + 43,1177,1118,
+,22,3,83 + 71 + 3 + 73 + 47 + 3 + 23 + 101 + 2 + 29 + 73 + 83 + 17 + 2 + 29 + 23 + 97 + 17 + 71 + 101 + 29 + 11,988,975,
+,22,4,61 + 31 + 17 + 13 + 71 + 5 + 59 + 43 + 19 + 71 + 7 + 17 + 107 + 37 + 113 + 101 + 113 + 103 + 67 + 127 + 67 + 7,1256,1241,
+,22,5,71 + 11 + 73 + 29 + 43 + 17 + 3 + 31 + 37 + 47 + 41 + 11 + 5 + 97 + 23 + 89 + 11 + 29 + 43 + 53 + 59 + 53,876,847,
+,22,6,2 + 29 + 47 + 59 + 97 + 109 + 43 + 43 + 13 + 73 + 11 + 47 + 79 + 113 + 2 + 103 + 109 + 53 + 5 + 37 + 5 + 71,1150,1150,
+,22,7,23 + 13 + 73 + 53 + 109 + 103 + 89 + 37 + 31 + 89 + 19 + 109 + 23 + 59 + 7 + 101 + 67 + 5 + 7 + 17 + 11 + 79,1124,1129,
+,22,8,2 + 97 + 31 + 37 + 3 + 5 + 17 + 43 + 5 + 7 + 83 + 59 + 43 + 47 + 5 + 47 + 43 + 109 + 5 + 83 + 79 + 3,853,884,
+,22,9,103 + 59 + 41 + 43 + 107 + 3 + 31 + 107 + 7 + 61 + 61 + 97 + 127 + 47 + 47 + 79 + 47 + 43 + 23 + 41 + 83 + 109,1366,1390,
+,22,10,89 + 89 + 31 + 127 + 71 + 127 + 103 + 97 + 3 + 97 + 79 + 47 + 3 + 43 + 29 + 11 + 19 + 127 + 53 + 11 + 2 + 2,1260,1248,
+,22,11,79 + 31 + 83 + 103 + 37 + 17 + 31 + 41 + 73 + 97 + 67 + 5 + 29 + 71 + 79 + 97 + 127 + 53 + 13 + 83 + 23 + 3,1242,1458,
+,22,12,41 + 107 + 71 + 97 + 19 + 97 + 17 + 71 + 23 + 107 + 83 + 23 + 101 + 101 + 71 + 59 + 2 + 107 + 71 + 29 + 73 + 2,1372,1421,
+,22,13,103 + 127 + 19 + 61 + 67 + 109 + 7 + 107 + 19 + 7 + 23 + 113 + 109 + 43 + 61 + 83 + 89 + 41 + 67 + 127 + 43 + 67,1492,1498,
+,22,14,113 + 3 + 23 + 73 + 83 + 83 + 67 + 11 + 43 + 37 + 19 + 53 + 11 + 37 + 61 + 2 + 3 + 67 + 79 + 73 + 61 + 29,1031,1130,
+,22,15,97 + 67 + 2 + 103 + 73 + 47 + 79 + 37 + 73 + 97 + 17 + 37 + 19 + 59 + 31 + 37 + 5 + 71 + 11 + 101 + 113 + 53,1229,1159,
+,22,16,127 + 67 + 59 + 73 + 79 + 13 + 17 + 71 + 127 + 29 + 43 + 79 + 73 + 61 + 127 + 13 + 107 + 2 + 13 + 19 + 101 + 11,1311,1295,
+,22,17,101 + 29 + 5 + 11 + 103 + 71 + 37 + 71 + 73 + 7 + 61 + 41 + 97 + 3 + 97 + 79 + 41 + 23 + 101 + 3 + 53 + 83,1190,1304,
+,22,18,47 + 2 + 97 + 17 + 73 + 79 + 7 + 101 + 83 + 47 + 3 + 3 + 89 + 71 + 79 + 127 + 37 + 3 + 17 + 79 + 3 + 113,1177,1355,
+,22,19,79 + 47 + 11 + 13 + 47 + 31 + 29 + 103 + 67 + 61 + 13 + 43 + 67 + 61 + 61 + 41 + 113 + 43 + 41 + 67 + 101 + 71,1210,1224,
+,23,0,3 + 41 + 53 + 37 + 47 + 107 + 17 + 3 + 47 + 113 + 3 + 37 + 59 + 107 + 47 + 17 + 89 + 47 + 103 + 23 + 107 + 107 + 53,1267,1328,
+,23,1,2 + 89 + 47 + 83 + 97 + 2 + 37 + 83 + 103 + 5 + 29 + 73 + 113 + 97 + 37 + 59 + 53 + 41 + 97 + 103 + 107 + 3 + 73,1433,1354,
+,23,2,7 + 53 + 79 + 17 + 97 + 97 + 5 + 71 + 59 + 43 + 73 + 29 + 127 + 7 + 101 + 109 + 61 + 101 + 47 + 79 + 47 + 29 + 83,1421,1354,
+,23,3,53 + 127 + 83 + 89 + 43 + 103 + 61 + 73 + 2 + 3 + 3 + 29 + 2 + 19 + 113 + 47 + 5 + 113 + 127 + 107 + 89 + 29 + 47,1367,1344,
+,23,4,11 + 13 + 53 + 19 + 17 + 7 + 11 + 53 + 79 + 61 + 7 + 59 + 53 + 3 + 43 + 71 + 23 + 3 + 127 + 89 + 7 + 67 + 37,913,883,
+,23,5,97 + 3 + 29 + 71 + 31 + 101 + 71 + 127 + 13 + 47 + 67 + 31 + 43 + 11 + 23 + 43 + 79 + 59 + 23 + 103 + 107 + 83 + 43,1305,1245,
+,23,6,127 + 107 + 107 + 103 + 127 + 83 + 67 + 7 + 37 + 97 + 53 + 11 + 3 + 5 + 101 + 71 + 101 + 127 + 43 + 3 + 107 + 97 + 67,1651,1809,
+,23,7,31 + 17 + 107 + 41 + 127 + 31 + 61 + 83 + 101 + 113 + 5 + 23 + 83 + 59 + 101 + 23 + 7 + 107 + 31 + 71 + 107 + 61 + 5,1395,1374,
+,23,8,127 + 103 + 11 + 97 + 23 + 11 + 67 + 7 + 29 + 73 + 11 + 67 + 89 + 109 + 3 + 2 + 13 + 107 + 2 + 19 + 71 + 17 + 71,1129,1166,
+,23,9,5 + 61 + 61 + 43 + 61 + 73 + 47 + 53 + 109 + 59 + 59 + 47 + 103 + 89 + 59 + 97 + 59 + 113 + 3 + 97 + 127 + 109 + 43,1577,1451,
+,23,10,61 + 89 + 11 + 23 + 109 + 41 + 29 + 13 + 67 + 47 + 31 + 11 + 109 + 43 + 5 + 7 + 59 + 29 + 103 + 71 + 19 + 37 + 17,1031,1080,
+,23,11,109 + 7 + 67 + 47 + 41 + 37 + 89 + 73 + 43 + 113 + 43 + 7 + 101 + 61 + 43 + 79 + 101 + 37 + 79 + 13 + 37 + 2 + 53,1282,1299,
+,23,12,47 + 103 + 61 + 3 + 59 + 41 + 29 + 43 + 37 + 107 + 29 + 5 + 17 + 79 + 53 + 17 + 79 + 109 + 37 + 103 + 31 + 109 + 113,1311,1259,
+,23,13,23 + 71 + 53 + 73 + 29 + 113 + 29 + 11 + 41 + 109 + 43 + 71 + 79 + 71 + 59 + 73 + 43 + 83 + 73 + 13 + 37 + 29 + 3,1229,1212,
+,23,14,101 + 73 + 7 + 89 + 43 + 83 + 3 + 109 + 7 + 59 + 59 + 97 + 17 + 113 + 101 + 31 + 89 + 103 + 113 + 19 + 7 + 83 + 53,1459,1451,
+,23,15,37 + 109 + 47 + 41 + 73 + 79 + 2 + 41 + 89 + 83 + 89 + 11 + 79 + 97 + 59 + 47 + 59 + 59 + 53 + 13 + 107 + 89 + 5,1368,1370,
+,23,16,19 + 71 + 101 + 61 + 71 + 11 + 19 + 109 + 61 + 31 + 107 + 127 + 127 + 71 + 53 + 109 + 113 + 67 + 67 + 19 + 61 + 2 + 109,1586,1909,
+,23,17,3 + 103 + 127 + 53 + 19 + 11 + 97 + 41 + 103 + 11 + 83 + 107 + 11 + 79 + 43 + 19 + 101 + 89 + 31 + 2 + 89 + 79 + 7,1308,1292,
+,23,18,23 + 53 + 17 + 109 + 89 + 107 + 37 + 19 + 23 + 101 + 97 + 109 + 2 + 107 + 31 + 89 + 127 + 13 + 89 + 97 + 107 + 107 + 53,1606,1621,
+,23,19,53 + 43 + 31 + 53 + 59 + 59 + 41 + 43 + 103 + 43 + 107 + 23 + 101 + 47 + 43 + 13 + 19 + 53 + 31 + 79 + 97 + 67 + 61,1269,1249,
+,24,0,23 + 7 + 101 + 29 + 7 + 5 + 17 + 71 + 97 + 23 + 79 + 61 + 61 + 13 + 59 + 101 + 113 + 59 + 31 + 107 + 7 + 61 + 107 + 11,1250,1245,
+,24,1,3 + 43 + 2 + 71 + 17 + 2 + 71 + 19 + 23 + 103 + 127 + 61 + 101 + 113 + 13 + 3 + 53 + 61 + 67 + 19 + 43 + 101 + 3 + 97,1216,1379,
+,24,2,109 + 23 + 7 + 7 + 11 + 41 + 109 + 59 + 61 + 29 + 53 + 37 + 79 + 37 + 11 + 37 + 47 + 109 + 7 + 11 + 11 + 5 + 37 + 71,1008,1064,
+,24,3,3 + 23 + 3 + 79 + 101 + 5 + 23 + 113 + 47 + 53 + 43 + 89 + 79 + 97 + 17 + 73 + 61 + 127 + 83 + 59 + 109 + 61 + 61 + 47,1456,1451,
+,24,4,89 + 17 + 107 + 73 + 61 + 61 + 127 + 101 + 107 + 19 + 103 + 89 + 73 + 17 + 83 + 11 + 23 + 5 + 29 + 107 + 7 + 23 + 37 + 2,1371,1307,
+,24,5,3 + 103 + 79 + 2 + 127 + 19 + 53 + 61 + 11 + 31 + 7 + 67 + 29 + 67 + 107 + 107 + 43 + 19 + 17 + 17 + 37 + 29 + 53 + 83,1171,1308,
+,24,6,31 + 71 + 61 + 11 + 89 + 2 + 37 + 89 + 29 + 53 + 47 + 127 + 2 + 11 + 67 + 83 + 67 + 97 + 43 + 29 + 89 + 29 + 7 + 71,1242,1354,
+,24,7,107 + 127 + 67 + 113 + 113 + 43 + 53 + 107 + 2 + 3 + 61 + 97 + 59 + 71 + 37 + 37 + 17 + 107 + 97 + 7 + 89 + 59 + 31 + 67,1571,1499,
+,24,8,3 + 43 + 17 + 83 + 5 + 13 + 113 + 71 + 17 + 101 + 59 + 107 + 11 + 83 + 3 + 29 + 97 + 127 + 2 + 71 + 89 + 43 + 107 + 97,1391,1259,
+,24,9,67 + 73 + 113 + 113 + 109 + 31 + 23 + 113 + 7 + 29 + 41 + 31 + 67 + 13 + 31 + 31 + 41 + 101 + 97 + 97 + 19 + 67 + 29 + 59,1402,1249,
+,24,10,67 + 83 + 67 + 47 + 23 + 17 + 89 + 109 + 19 + 59 + 41 + 17 + 47 + 89 + 109 + 17 + 17 + 7 + 59 + 3 + 19 + 29 + 107 + 47,1188,1135,
+,24,11,101 + 37 + 83 + 67 + 83 + 13 + 97 + 43 + 79 + 19 + 101 + 109 + 47 + 101 + 73 + 107 + 37 + 103 + 113 + 3 + 73 + 127 + 37 + 13,1666,1459,
+,24,12,31 + 41 + 17 + 59 + 83 + 89 + 101 + 11 + 11 + 59 + 31 + 59 + 109 + 73 + 11 + 47 + 59 + 83 + 61 + 53 + 113 + 127 + 47 + 53,1428,1459,
+,24,13,7 + 41 + 109 + 59 + 67 + 13 + 5 + 13 + 113 + 67 + 107 + 101 + 2 + 53 + 43 + 59 + 73 + 3 + 2 + 31 + 101 + 59 + 19 + 73,1220,1236,
+,24,14,67 + 61 + 5 + 53 + 101 + 61 + 5 + 89 + 47 + 29 + 29 + 3 + 103 + 109 + 31 + 7 + 107 + 109 + 73 + 103 + 29 + 29 + 17 + 5,1272,1353,
